f1,f2,f3,f4,f5,label
0.9275025162433255,0.2989411778895261,0.4302715057431302,0.4717604249190237,0.4377378167478285,1
0.237104123830835,0.5660878770959407,0.4658813694087216,0.9915351244347593,0.06559082542025552,1
0.50992457553532,0.2782426401786555,0.005922936132953915,0.49937647637912363,0.5453905385542789,0
0.34643327811111957,0.8757479996278086,0.008833114591526803,0.6227816261902432,0.6795302567110835,0
0.9417418495081779,0.2982115908687505,0.5057630069413191,0.10846337488173696,0.8296281056067989,1
0.39821023315557613,0.9545179528225588,0.37417386371922745,0.7158936175143534,0.3342711894274699,0
0.49535193982112424,0.8271626605311,0.8285169588395113,0.05906242787946714,0.10071658952423501,0
0.3341123229786952,0.41036067452019276,0.8082902709723564,0.9179316198406985,0.6468145991473913,0
0.11055142550194696,0.5005656071671627,0.22865115096876054,0.12652998439583418,0.3216536544026629,0
0.13838981126107075,0.10810809819110723,0.310197102133943,0.6886259123944265,0.10902507081422708,0
0.5225780729893592,0.37754730443578777,0.819091726041078,0.9406334752204861,0.7084275141503614,0
0.8444628063846669,0.3215717071022396,0.7997101515798992,0.2656674428156188,0.03459418277989579,1
0.9150441859521665,0.0849097034652685,0.034580209556849484,0.8838713607331298,0.9400545623811764,0
0.23997461610241322,0.13827595752741795,0.6965960843851468,0.4373962381735159,0.9532814599904922,1
0.5252105640148035,0.3818926276749325,0.7141574792489944,0.5637951146330783,0.6305300944282113,1
0.7697978237945678,0.11833440590594657,0.9092676093339283,0.3204759952480416,0.2585396609681748,1
0.19908787870015687,0.756183801792109,0.42806389021207747,0.668185471216618,0.4208697180432567,0
0.3463894774725341,0.6627510311968225,0.3532355840921798,0.4085860554769538,0.6444441687655856,0
0.29891350788670934,0.7326257323602587,0.9769935787785805,0.40705090568616653,0.12868604910232995,0
0.653686181057848,0.42460605860511924,0.3435960936364012,0.3988532841353769,0.2793343934308399,0
0.4326856840326535,0.9337157181664105,0.506445079054844,0.5580088115808313,0.3123263943665018,0
0.484159171479304,0.5466361542825074,0.8831723588532681,0.8361070253873164,0.5357989344741828,1
0.3827694172872125,0.3763694950357641,0.8111717248483443,0.010153480598546039,0.7873663592126514,1
0.7131733055964984,0.0055142453033971695,0.2520392686866043,0.8829121218696597,0.3412647370813823,0
0.3611052631933799,0.9883027776940263,0.22472655522457974,0.8145191858875432,0.15929675062278836,1
0.8417736486306084,0.050587032295318246,0.21089177959190586,0.0593805150690947,0.6725641259512437,0
0.7671227095973457,0.410059431691449,0.3437665061403592,0.25725516613497645,0.728426088459414,0
0.9662009025667178,0.8233338279964671,0.06397412709619321,0.1497990494018251,0.3572643999969942,0
0.04537513393182646,0.6408746808051036,0.9241040216142227,0.723536004486145,0.2018962824689997,0
0.782530473526089,0.0032385009190005754,0.8719274499389618,0.5244719690134302,0.3039621450966802,1
0.1160598368693283,0.8392288892795978,0.10311842249435976,0.7388350285462242,0.7661022850736213,0
0.6024912152172459,0.671378579805731,0.8650907955683703,0.0886708702165262,0.14191600623652634,1
0.4289846603174231,0.1349053701817221,0.30614290697080027,0.9449630467382286,0.1618141354906355,0
0.05888252658573201,0.889814415666482,0.05901386820137078,0.6995754949913229,0.8347038396885779,0
0.7186351571571995,0.9344978163276766,0.5473536954560918,0.5606886957667808,0.28630114364374826,1
0.5272811629525443,0.8074469900852982,0.9723012185514378,0.8479893184820131,0.3644131812071072,1
0.19892692292063707,0.7900355284264042,0.15316488653436822,0.7086920289938522,0.40901966596514994,0
0.7707906188974833,0.8562138496518152,0.7762928541400287,0.23157679208314286,0.7831267787399366,1
0.0970599343564773,0.2828530306240372,0.34098311036500273,0.7549076776192477,0.5587068472150017,0
0.7755696674141089,0.07307813381715711,0.2900181796325427,0.7781680843482747,0.19889646870991107,1
0.16881085894586734,0.8406439580514506,0.29165043856832107,0.9671814164947682,0.5634194916631665,0
0.10996565343486353,0.12925871773861053,0.1482290137237049,0.9508379626341978,0.22310719366007858,0
0.4717790979203873,0.12793908587379166,0.23219000930296863,0.1164723230653475,0.37551833058436956,0
0.07416866272700906,0.19118553311898268,0.8989559661579811,0.7850438285969277,0.4752039180519171,0
0.5318722404618801,0.062391464485564874,0.5088925812977761,0.39731092630731846,0.4928637288530433,0
0.04763335321075923,0.573307431493564,0.7163513695091839,0.5420564807992814,0.613847937702705,0
0.41416965283859575,0.432860004233931,0.6783253822863079,0.5119983054265904,0.46916306280787134,1
0.01649511685829974,0.6209406569059636,0.4646994465432003,0.8527059122297321,0.47470918927037453,0
0.036476711295192144,0.7937970841319836,0.2582524671925721,0.5311622433476878,0.17707337879469198,0
0.1990076429883073,0.7325922094143321,0.7360287501006604,0.8137442955851937,0.014405325432040872,1
0.31728231553535435,0.2710743561392347,0.8487365785785127,0.5565639537079807,0.5336589345792052,0
0.7541200406625761,0.8842912273139301,0.729509863585466,0.8822554111846587,0.9283716106753812,1
0.15328149207004127,0.32459227584994166,0.7202281075770557,0.8417940649063157,0.3071404027712039,0
0.7374076188762911,0.01086181661169583,0.6067346549930034,0.7680090347593158,0.5319287039269428,0
0.551521812228641,0.7310334733251127,0.9320896871632304,0.8563776796896827,0.7993581477354464,1
0.21841851331329842,0.9514218202687328,0.7172406305555148,0.4278083261251683,0.5809829247913681,1
0.06525282595617288,0.6472806515700142,0.05094926477530559,0.94265955032845,0.5024357344662286,0
0.6115759550261961,0.45685358969181433,0.466693920098721,0.9059712214779209,0.7745350254774618,0
0.06365043164776096,0.8798587275625505,0.2799446904375329,0.37917742193987813,0.8911441668053698,1
0.13159053980552027,0.8550071939653892,0.0925783748195026,0.010246738792844656,0.6517190520636886,0
